reference_species	target_species	schema_reuse_rate	n_shared_columns	n_ref_only_columns	n_target_only_columns	vocab_reuse_rate	n_ref_cv_tokens	n_target_cv_tokens	n_shared_cv_tokens	n_species_specific_tokens	rule_portability_rate	n_testable_rules	n_total_rules	mapping_completeness	n_target_tokens_total	n_target_tokens_covered	ontology_term_conservation_rate	species_specific_annotation_rate	n_terms_conserved	n_terms_ref_only	n_terms_target_only	n_new_terms_required	n_registry_terms_unused
cAMP_human	cAMP_mouse	0.9595	71	3	0	0.6181	144	116	89	27	0.8571	6	7	0.9997	3290	3289	0.5205	0.2328	38	35	16	62	730
